Shift_Date,Shift_Type,Department_Name,Staff_Type,Subcategory,Num_Staff
2026-03-04,Απογευματινή,Γαστρεντερολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-04,Απογευματινή,Επείγοντα,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-04,Απογευματινή,Επείγοντα,Διοικητικός,Λογιστής,1
2026-03-04,Απογευματινή,Επείγοντα,Ιατρός,Καρδιολογία,1
2026-03-04,Απογευματινή,Επείγοντα,Ιατρός,Πνευμονολογία,1
2026-03-04,Απογευματινή,Επείγοντα,Ιατρός,Χειρουργική,1
2026-03-04,Απογευματινή,Επείγοντα,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-04,Απογευματινή,Επείγοντα,Νοσηλευτής,Νοσηλευτής,3
2026-03-04,Απογευματινή,Επείγοντα,Νοσηλευτής,Προϊστάμενος,1
2026-03-04,Απογευματινή,Καρδιολογία,Διοικητικός,Γραμματέας,2
2026-03-04,Απογευματινή,Καρδιολογία,Ιατρός,Αιματολογία,1
2026-03-04,Απογευματινή,Καρδιολογία,Ιατρός,Νεφρολογία,1
2026-03-04,Απογευματινή,Καρδιολογία,Ιατρός,Χειρουργική,1
2026-03-04,Απογευματινή,Καρδιολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-04,Απογευματινή,Καρδιολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-04,Απογευματινή,Καρδιολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-04,Απογευματινή,ΜΕΘ,Διοικητικός,Λογιστής,2
2026-03-04,Απογευματινή,ΜΕΘ,Ιατρός,Ουρολογία,1
2026-03-04,Απογευματινή,ΜΕΘ,Ιατρός,Πνευμονολογία,1
2026-03-04,Απογευματινή,ΜΕΘ,Ιατρός,Ωτορινολαρυγγολογία,1
2026-03-04,Απογευματινή,ΜΕΘ,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-04,Απογευματινή,ΜΕΘ,Νοσηλευτής,Νοσηλευτής,3
2026-03-04,Απογευματινή,ΜΕΘ,Νοσηλευτής,Προϊστάμενος,1
2026-03-04,Απογευματινή,Νευρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-04,Απογευματινή,Νευρολογία,Διοικητικός,Λογιστής,1
2026-03-04,Απογευματινή,Νευρολογία,Ιατρός,Αιματολογία,1
2026-03-04,Απογευματινή,Νευρολογία,Ιατρός,Ορθοπεδική,1
2026-03-04,Απογευματινή,Νευρολογία,Ιατρός,Ουρολογία,1
2026-03-04,Απογευματινή,Νευρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-04,Απογευματινή,Νευρολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-04,Απογευματινή,Νευρολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-04,Απογευματινή,Νεφρολογία,Διοικητικός,Γραμματέας,1
2026-03-04,Απογευματινή,Νεφρολογία,Διοικητικός,Λογιστής,1
2026-03-04,Απογευματινή,Νεφρολογία,Ιατρός,Εντατικολογία,1
2026-03-04,Απογευματινή,Νεφρολογία,Ιατρός,Πνευμονολογία,1
2026-03-04,Απογευματινή,Νεφρολογία,Ιατρός,Ωτορινολαρυγγολογία,1
2026-03-04,Απογευματινή,Νεφρολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-04,Απογευματινή,Νεφρολογία,Νοσηλευτής,Προϊστάμενος,1
2026-03-04,Απογευματινή,Ογκολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-04,Απογευματινή,Ογκολογία,Διοικητικός,Γραμματέας,1
2026-03-04,Απογευματινή,Ογκολογία,Ιατρός,Ορθοπεδική,1
2026-03-04,Απογευματινή,Ογκολογία,Ιατρός,Ουρολογία,1
2026-03-04,Απογευματινή,Ογκολογία,Ιατρός,Οφθαλμολογία,1
2026-03-04,Απογευματινή,Ογκολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-04,Απογευματινή,Ογκολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-04,Απογευματινή,Ορθοπεδική,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-04,Απογευματινή,Ορθοπεδική,Διοικητικός,Λογιστής,1
2026-03-04,Απογευματινή,Ορθοπεδική,Ιατρός,"Επείγουσα Ιατρική",1
2026-03-04,Απογευματινή,Ορθοπεδική,Ιατρός,Νευρολογία,2
2026-03-04,Απογευματινή,Ορθοπεδική,Νοσηλευτής,Νοσηλευτής,6
2026-03-04,Απογευματινή,Ουρολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-04,Απογευματινή,Ουρολογία,Διοικητικός,Γραμματέας,1
2026-03-04,Απογευματινή,Ουρολογία,Ιατρός,Εντατικολογία,1
2026-03-04,Απογευματινή,Ουρολογία,Ιατρός,Πνευμονολογία,1
2026-03-04,Απογευματινή,Ουρολογία,Ιατρός,Ωτορινολαρυγγολογία,1
2026-03-04,Απογευματινή,Ουρολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",3
2026-03-04,Απογευματινή,Ουρολογία,Νοσηλευτής,Νοσηλευτής,3
2026-03-04,Απογευματινή,Οφθαλμολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",2
2026-03-04,Απογευματινή,Οφθαλμολογία,Ιατρός,Καρδιολογία,1
2026-03-04,Απογευματινή,Οφθαλμολογία,Ιατρός,Παθολογία,1
2026-03-04,Απογευματινή,Οφθαλμολογία,Ιατρός,Χειρουργική,1
2026-03-04,Απογευματινή,Οφθαλμολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",1
2026-03-04,Απογευματινή,Οφθαλμολογία,Νοσηλευτής,Νοσηλευτής,5
2026-03-04,Απογευματινή,Παθολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-04,Απογευματινή,Παθολογία,Διοικητικός,Γραμματέας,1
2026-03-04,Απογευματινή,Παθολογία,Ιατρός,Αιματολογία,1
2026-03-04,Απογευματινή,Παθολογία,Ιατρός,Νεφρολογία,1
2026-03-04,Απογευματινή,Παθολογία,Ιατρός,Χειρουργική,1
2026-03-04,Απογευματινή,Παθολογία,Νοσηλευτής,"Βοηθός Νοσηλευτή",2
2026-03-04,Απογευματινή,Παθολογία,Νοσηλευτής,Νοσηλευτής,4
2026-03-04,Απογευματινή,Πνευμονολογία,Διοικητικός,"Ανθρώπινο Δυναμικό",1
2026-03-04,Απογευματινή,Πνευμονολογία,Διοικητικός,Γραμματέας,1
2026-03-04,Απογευματινή,Πνευμονολογία,Ιατρός,Αιματολογία,1
